name,version,license_expression,license_file_metadata,license_files_found,authors,repository,source
soup3-sys,0.5.0,MIT,,LICENSE,The Gtk-rs Project Developers,https://gitlab.gnome.org/World/Rust/soup3-rs,registry+https://github.com/rust-lang/crates.io-index
spm_precompiled,0.1.4,Apache-2.0,,LICENSE,Nicolas Patry <patry.nicolas@protonmail.com>,https://github.com/huggingface/spm_precompiled,registry+https://github.com/rust-lang/crates.io-index
stable_deref_trait,1.2.1,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Robert Grosse <n210241048576@gmail.com>,https://github.com/storyyeller/stable_deref_trait,registry+https://github.com/rust-lang/crates.io-index
static_assertions,1.1.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Nikolai Vazquez,https://github.com/nvzqz/static-assertions-rs,registry+https://github.com/rust-lang/crates.io-index
string_cache,0.9.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,The Servo Project Developers,https://github.com/servo/string-cache,registry+https://github.com/rust-lang/crates.io-index
string_cache_codegen,0.6.1,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,The Servo Project Developers,https://github.com/servo/string-cache,registry+https://github.com/rust-lang/crates.io-index
strsim,0.11.1,MIT,,LICENSE,Danny Guo <danny@dannyguo.com>; maxbachmann <oss@maxbachmann.de>,https://github.com/rapidfuzz/strsim-rs,registry+https://github.com/rust-lang/crates.io-index
subtle,2.6.1,BSD-3-Clause,,LICENSE,Isis Lovecruft <isis@patternsinthevoid.net>; Henry de Valence <hdevalence@hdevalence.ca>,https://github.com/dalek-cryptography/subtle,registry+https://github.com/rust-lang/crates.io-index
swift-rs,1.0.8,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,The swift-rs contributors,https://github.com/Brendonovich/swift-rs,registry+https://github.com/rust-lang/crates.io-index
syn,1.0.109,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,David Tolnay <dtolnay@gmail.com>,https://github.com/dtolnay/syn,registry+https://github.com/rust-lang/crates.io-index
syn,2.0.119,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,David Tolnay <dtolnay@gmail.com>,https://github.com/dtolnay/syn,registry+https://github.com/rust-lang/crates.io-index
syn,3.0.6,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,David Tolnay <dtolnay@gmail.com>,https://github.com/dtolnay/syn,registry+https://github.com/rust-lang/crates.io-index
sync_wrapper,1.0.2,Apache-2.0,,LICENSE,Actyx AG <developer@actyx.io>,https://github.com/Actyx/sync_wrapper,registry+https://github.com/rust-lang/crates.io-index
synstructure,0.14.0,MIT,,LICENSE,Nika Layzell <nika@thelayzells.com>,https://github.com/mystor/synstructure,registry+https://github.com/rust-lang/crates.io-index
system-configuration,0.7.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Mullvad VPN,https://github.com/mullvad/system-configuration-rs,registry+https://github.com/rust-lang/crates.io-index
system-configuration-sys,0.6.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Mullvad VPN,https://github.com/mullvad/system-configuration-rs,registry+https://github.com/rust-lang/crates.io-index
system-deps,6.2.2,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Guillaume Desmottes <guillaume.desmottes@collabora.com>; Josh Triplett <josh@joshtriplett.org>,https://github.com/gdesmott/system-deps,registry+https://github.com/rust-lang/crates.io-index
tao,0.35.3,Apache-2.0,,LICENSE;LICENSE.spdx,Tauri Programme within The Commons Conservancy; The winit contributors,https://github.com/tauri-apps/tao,registry+https://github.com/rust-lang/crates.io-index
tao-macros,0.1.4,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT;LICENSE.spdx,Tauri Programme within The Commons Conservancy,https://github.com/tauri-apps/tao,registry+https://github.com/rust-lang/crates.io-index
target-lexicon,0.12.16,Apache-2.0 WITH LLVM-exception,,LICENSE,Dan Gohman <sunfish@mozilla.com>,https://github.com/bytecodealliance/target-lexicon,registry+https://github.com/rust-lang/crates.io-index
tauri,2.11.6,Apache-2.0 OR MIT,,LICENSE_APACHE-2.0;LICENSE_MIT,Tauri Programme within The Commons Conservancy,https://github.com/tauri-apps/tauri,registry+https://github.com/rust-lang/crates.io-index
tauri-build,2.6.3,Apache-2.0 OR MIT,,LICENSE_APACHE-2.0;LICENSE_MIT,Tauri Programme within The Commons Conservancy,https://github.com/tauri-apps/tauri,registry+https://github.com/rust-lang/crates.io-index
tauri-codegen,2.6.3,Apache-2.0 OR MIT,,LICENSE_APACHE-2.0;LICENSE_MIT,Tauri Programme within The Commons Conservancy,https://github.com/tauri-apps/tauri,registry+https://github.com/rust-lang/crates.io-index
tauri-macros,2.6.3,Apache-2.0 OR MIT,,LICENSE_APACHE-2.0;LICENSE_MIT,Tauri Programme within The Commons Conservancy,https://github.com/tauri-apps/tauri,registry+https://github.com/rust-lang/crates.io-index
tauri-plugin,2.6.3,Apache-2.0 OR MIT,,,Tauri Programme within The Commons Conservancy,https://github.com/tauri-apps/tauri,registry+https://github.com/rust-lang/crates.io-index
tauri-plugin-opener,2.5.5,Apache-2.0 OR MIT,,LICENSE.spdx;LICENSE_APACHE-2.0;LICENSE_MIT,Tauri Programme within The Commons Conservancy,https://github.com/tauri-apps/plugins-workspace,registry+https://github.com/rust-lang/crates.io-index
tauri-runtime,2.11.3,Apache-2.0 OR MIT,,LICENSE_APACHE-2.0;LICENSE_MIT,Tauri Programme within The Commons Conservancy,https://github.com/tauri-apps/tauri,registry+https://github.com/rust-lang/crates.io-index
tauri-runtime-wry,2.11.4,Apache-2.0 OR MIT,,LICENSE_APACHE-2.0;LICENSE_MIT,Tauri Programme within The Commons Conservancy,https://github.com/tauri-apps/tauri,registry+https://github.com/rust-lang/crates.io-index
tauri-utils,2.9.3,Apache-2.0 OR MIT,,LICENSE_APACHE-2.0;LICENSE_MIT,Tauri Programme within The Commons Conservancy,https://github.com/tauri-apps/tauri,registry+https://github.com/rust-lang/crates.io-index
tauri-winres,0.3.6,MIT,,LICENSE,Tauri Programme within The Commons Conservancy; Max Resch <resch.max@gmail.com>,https://github.com/tauri-apps/winres,registry+https://github.com/rust-lang/crates.io-index
tempfile,3.27.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Steven Allen <steven@stebalien.com>; The Rust Project Developers; Ashley Mannix <ashleymannix@live.com.au>; Jason White <me@jasonwhite.io>,https://github.com/Stebalien/tempfile,registry+https://github.com/rust-lang/crates.io-index
tendril,0.5.1,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Keegan McAllister <mcallister.keegan@gmail.com>; Simon Sapin <simon.sapin@exyr.org>; Chris Morgan <me@chrismorgan.info>,https://github.com/servo/html5ever,registry+https://github.com/rust-lang/crates.io-index
thiserror,1.0.69,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,David Tolnay <dtolnay@gmail.com>,https://github.com/dtolnay/thiserror,registry+https://github.com/rust-lang/crates.io-index
thiserror,2.0.20,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,David Tolnay <dtolnay@gmail.com>,https://github.com/dtolnay/thiserror,registry+https://github.com/rust-lang/crates.io-index
thiserror-impl,1.0.69,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,David Tolnay <dtolnay@gmail.com>,https://github.com/dtolnay/thiserror,registry+https://github.com/rust-lang/crates.io-index
thiserror-impl,2.0.20,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,David Tolnay <dtolnay@gmail.com>,https://github.com/dtolnay/thiserror,registry+https://github.com/rust-lang/crates.io-index
time,0.3.55,MIT OR Apache-2.0,,LICENSE-Apache;LICENSE-MIT,Jacob Pratt <open-source@jhpratt.dev>; Time contributors,https://github.com/time-rs/time,registry+https://github.com/rust-lang/crates.io-index
time-core,0.1.9,MIT OR Apache-2.0,,LICENSE-Apache;LICENSE-MIT,Jacob Pratt <open-source@jhpratt.dev>; Time contributors,https://github.com/time-rs/time,registry+https://github.com/rust-lang/crates.io-index
time-macros,0.2.32,MIT OR Apache-2.0,,LICENSE-Apache;LICENSE-MIT,Jacob Pratt <open-source@jhpratt.dev>; Time contributors,https://github.com/time-rs/time,registry+https://github.com/rust-lang/crates.io-index
tinystr,0.8.4,Unicode-3.0,,LICENSE,The ICU4X Project Developers,https://github.com/unicode-org/icu4x,registry+https://github.com/rust-lang/crates.io-index
tinyvec,1.13.3,Zlib OR Apache-2.0 OR MIT,,LICENSE-APACHE.md;LICENSE-MIT.md;LICENSE-ZLIB.md,Lokathor <zefria@gmail.com>,https://github.com/Lokathor/tinyvec,registry+https://github.com/rust-lang/crates.io-index
tokenizers,0.23.2,Apache-2.0,,LICENSE,Anthony MOI <m.anthony.moi@gmail.com>; Nicolas Patry <patry.nicolas@protonmail.com>,https://github.com/huggingface/tokenizers,registry+https://github.com/rust-lang/crates.io-index
tokio,1.53.1,MIT,,LICENSE,Tokio Contributors <team@tokio.rs>,https://github.com/tokio-rs/tokio,registry+https://github.com/rust-lang/crates.io-index
tokio-native-tls,0.3.1,MIT,,LICENSE,Tokio Contributors <team@tokio.rs>,https://github.com/tokio-rs/tls,registry+https://github.com/rust-lang/crates.io-index
tokio-rustls,0.26.5,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,,https://github.com/rustls/tokio-rustls,registry+https://github.com/rust-lang/crates.io-index
tokio-util,0.7.19,MIT,,LICENSE,Tokio Contributors <team@tokio.rs>,https://github.com/tokio-rs/tokio,registry+https://github.com/rust-lang/crates.io-index
toml,0.8.2,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Alex Crichton <alex@alexcrichton.com>,https://github.com/toml-rs/toml,registry+https://github.com/rust-lang/crates.io-index
toml,0.9.12+spec-1.1.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,,https://github.com/toml-rs/toml,registry+https://github.com/rust-lang/crates.io-index
toml,1.1.6+spec-1.1.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,,https://github.com/toml-rs/toml,registry+https://github.com/rust-lang/crates.io-index
toml_datetime,0.6.3,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Alex Crichton <alex@alexcrichton.com>,https://github.com/toml-rs/toml,registry+https://github.com/rust-lang/crates.io-index
toml_datetime,0.7.5+spec-1.1.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,,https://github.com/toml-rs/toml,registry+https://github.com/rust-lang/crates.io-index
toml_datetime,1.1.1+spec-1.1.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,,https://github.com/toml-rs/toml,registry+https://github.com/rust-lang/crates.io-index
toml_edit,0.19.15,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Andronik Ordian <write@reusable.software>; Ed Page <eopage@gmail.com>,https://github.com/toml-rs/toml,registry+https://github.com/rust-lang/crates.io-index
toml_edit,0.20.2,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Andronik Ordian <write@reusable.software>; Ed Page <eopage@gmail.com>,https://github.com/toml-rs/toml,registry+https://github.com/rust-lang/crates.io-index
toml_edit,0.25.15+spec-1.1.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,,https://github.com/toml-rs/toml,registry+https://github.com/rust-lang/crates.io-index
toml_parser,1.1.3+spec-1.1.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,,https://github.com/toml-rs/toml,registry+https://github.com/rust-lang/crates.io-index
toml_writer,1.1.2+spec-1.1.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,,https://github.com/toml-rs/toml,registry+https://github.com/rust-lang/crates.io-index
tower,0.5.3,MIT,,LICENSE,Tower Maintainers <team@tower-rs.com>,https://github.com/tower-rs/tower,registry+https://github.com/rust-lang/crates.io-index
tower-http,0.6.11,MIT,,LICENSE,Tower Maintainers <team@tower-rs.com>,https://github.com/tower-rs/tower-http,registry+https://github.com/rust-lang/crates.io-index
tower-layer,0.3.3,MIT,,LICENSE,Tower Maintainers <team@tower-rs.com>,https://github.com/tower-rs/tower,registry+https://github.com/rust-lang/crates.io-index
tower-service,0.3.3,MIT,,LICENSE,Tower Maintainers <team@tower-rs.com>,https://github.com/tower-rs/tower,registry+https://github.com/rust-lang/crates.io-index
tracing,0.1.44,MIT,,LICENSE,Eliza Weisman <eliza@buoyant.io>; Tokio Contributors <team@tokio.rs>,https://github.com/tokio-rs/tracing,registry+https://github.com/rust-lang/crates.io-index
tracing-attributes,0.1.31,MIT,,LICENSE,Tokio Contributors <team@tokio.rs>; Eliza Weisman <eliza@buoyant.io>; David Barsky <dbarsky@amazon.com>,https://github.com/tokio-rs/tracing,registry+https://github.com/rust-lang/crates.io-index
tracing-core,0.1.36,MIT,,LICENSE,Tokio Contributors <team@tokio.rs>,https://github.com/tokio-rs/tracing,registry+https://github.com/rust-lang/crates.io-index
tray-icon,0.24.2,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT;LICENSE.spdx,,https://github.com/tauri-apps/tray-icon,registry+https://github.com/rust-lang/crates.io-index
try-lock,0.2.5,MIT,,LICENSE,Sean McArthur <sean@seanmonstar.com>,https://github.com/seanmonstar/try-lock,registry+https://github.com/rust-lang/crates.io-index
typeid,1.0.3,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,David Tolnay <dtolnay@gmail.com>,https://github.com/dtolnay/typeid,registry+https://github.com/rust-lang/crates.io-index
typenum,1.20.1,MIT OR Apache-2.0,,LICENSE;LICENSE-APACHE;LICENSE-MIT,,https://github.com/paholg/typenum,registry+https://github.com/rust-lang/crates.io-index
uds_windows,1.2.1,MIT,,LICENSE,Azure IoT Edge Devs; Harald Hoyer <harald@redhat.com>,https://github.com/haraldh/rust_uds_windows,registry+https://github.com/rust-lang/crates.io-index
unic-char-property,0.9.0,MIT/Apache-2.0,,,The UNIC Project Developers,https://github.com/open-i18n/rust-unic/,registry+https://github.com/rust-lang/crates.io-index
unic-char-range,0.9.0,MIT/Apache-2.0,,,The UNIC Project Developers,https://github.com/open-i18n/rust-unic/,registry+https://github.com/rust-lang/crates.io-index
unic-common,0.9.0,MIT/Apache-2.0,,,The UNIC Project Developers,https://github.com/open-i18n/rust-unic/,registry+https://github.com/rust-lang/crates.io-index
unic-ucd-ident,0.9.0,MIT/Apache-2.0,,,The UNIC Project Developers,https://github.com/open-i18n/rust-unic/,registry+https://github.com/rust-lang/crates.io-index
unic-ucd-version,0.9.0,MIT/Apache-2.0,,,The UNIC Project Developers,https://github.com/open-i18n/rust-unic/,registry+https://github.com/rust-lang/crates.io-index
unicode-ident,1.0.26,(MIT OR Apache-2.0) AND Unicode-3.0,,LICENSE-APACHE;LICENSE-MIT;LICENSE-UNICODE,David Tolnay <dtolnay@gmail.com>,https://github.com/dtolnay/unicode-ident,registry+https://github.com/rust-lang/crates.io-index
unicode-normalization-alignments,0.1.12,MIT/Apache-2.0,,COPYRIGHT;LICENSE-APACHE;LICENSE-MIT,Anthony MOI <m.anthony.moi@gmail.com>,https://github.com/n1t0/unicode-normalization,registry+https://github.com/rust-lang/crates.io-index
unicode-segmentation,1.13.3,MIT OR Apache-2.0,,COPYRIGHT;LICENSE-APACHE;LICENSE-MIT,kwantam <kwantam@gmail.com>; Manish Goregaokar <manishsmail@gmail.com>,https://github.com/unicode-rs/unicode-segmentation,registry+https://github.com/rust-lang/crates.io-index
unicode-width,0.2.2,MIT OR Apache-2.0,,COPYRIGHT;LICENSE-APACHE;LICENSE-MIT,kwantam <kwantam@gmail.com>; Manish Goregaokar <manishsmail@gmail.com>,https://github.com/unicode-rs/unicode-width,registry+https://github.com/rust-lang/crates.io-index
unicode_categories,0.1.1,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Sean Gillespie <sean@swgillespie.me>,https://github.com/swgillespie/unicode-categories,registry+https://github.com/rust-lang/crates.io-index
unit-prefix,0.5.2,MIT,,LICENSE,Fabio Valentini <decathorpe@gmail.com>; Benjamin Sago <ogham@bsago.me>,https://codeberg.org/commons-rs/unit-prefix,registry+https://github.com/rust-lang/crates.io-index
untrusted,0.9.0,ISC,,LICENSE.txt,Brian Smith <brian@briansmith.org>,https://github.com/briansmith/untrusted,registry+https://github.com/rust-lang/crates.io-index
ureq,3.4.2,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Martin Algesten <martin@algesten.se>; Jacob Hoffman-Andrews <ureq@hoffman-andrews.com>,https://github.com/algesten/ureq,registry+https://github.com/rust-lang/crates.io-index
ureq-proto,0.6.4,MIT OR Apache-2.0,,LICENSE-APACHE.txt;LICENSE-MIT.txt,Martin Algesten <martin@algesten.se>,https://github.com/algesten/ureq-proto,registry+https://github.com/rust-lang/crates.io-index
url,2.5.8,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,The rust-url developers,https://github.com/servo/rust-url,registry+https://github.com/rust-lang/crates.io-index
urlpattern,0.3.0,MIT,,LICENSE,the Deno authors; crowlKats <crowlkats@toaxl.com>,https://github.com/denoland/rust-urlpattern,registry+https://github.com/rust-lang/crates.io-index
utf8-zero,0.8.1,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Simon Sapin <simon.sapin@exyr.org>; Martin Algesten <martin@algesten.se>,https://github.com/algesten/utf8-zero,registry+https://github.com/rust-lang/crates.io-index
utf8_iter,1.0.4,Apache-2.0 OR MIT,,COPYRIGHT;LICENSE-APACHE;LICENSE-MIT,Henri Sivonen <hsivonen@hsivonen.fi>,https://github.com/hsivonen/utf8_iter,registry+https://github.com/rust-lang/crates.io-index
uuid,1.26.1,Apache-2.0 OR MIT,,LICENSE-APACHE;LICENSE-MIT,Ashley Mannix<ashleymannix@live.com.au>; Dylan DPC<dylan.dpc@gmail.com>; Hunar Roop Kahlon<hunar.roop@gmail.com>,https://github.com/uuid-rs/uuid,registry+https://github.com/rust-lang/crates.io-index
vcpkg,0.2.15,MIT/Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Jim McGrath <jimmc2@gmail.com>,https://github.com/mcgoo/vcpkg-rs,registry+https://github.com/rust-lang/crates.io-index
version-compare,0.2.1,MIT,,LICENSE,Tim Visee <3a4fb3964f@sinenomine.email>,https://gitlab.com/timvisee/version-compare,registry+https://github.com/rust-lang/crates.io-index
version_check,0.9.5,MIT/Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Sergio Benitez <sb@sergio.bz>,https://github.com/SergioBenitez/version_check,registry+https://github.com/rust-lang/crates.io-index
vswhom,0.1.0,MIT,,LICENSE,nabijaczleweli <nabijaczleweli@gmail.com>,https://github.com/nabijaczleweli/vswhom.rs,registry+https://github.com/rust-lang/crates.io-index
vswhom-sys,0.1.3,MIT,,LICENSE,наб <nabijaczleweli@nabijaczleweli.xyz>; forrestsmithfb <forrest.smith@fb.com>,https://github.com/nabijaczleweli/vswhom-sys.rs,registry+https://github.com/rust-lang/crates.io-index
walkdir,2.5.0,Unlicense/MIT,,COPYING;LICENSE-MIT,Andrew Gallant <jamslam@gmail.com>,https://github.com/BurntSushi/walkdir,registry+https://github.com/rust-lang/crates.io-index
want,0.3.1,MIT,,LICENSE,Sean McArthur <sean@seanmonstar.com>,https://github.com/seanmonstar/want,registry+https://github.com/rust-lang/crates.io-index
wasi,0.11.1+wasi-snapshot-preview1,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,,LICENSE-APACHE;LICENSE-Apache-2.0_WITH_LLVM-exception;LICENSE-MIT,The Cranelift Project Developers,https://github.com/bytecodealliance/wasi,registry+https://github.com/rust-lang/crates.io-index
wasip2,1.0.4+wasi-0.2.12,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,,LICENSE-APACHE;LICENSE-Apache-2.0_WITH_LLVM-exception;LICENSE-MIT,,https://github.com/bytecodealliance/wasi-rs,registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen,0.2.128,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,The wasm-bindgen Developers,https://github.com/wasm-bindgen/wasm-bindgen,registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen-futures,0.4.78,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,The wasm-bindgen Developers,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/futures,registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen-macro,0.2.128,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,The wasm-bindgen Developers,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/macro,registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen-macro-support,0.2.128,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,The wasm-bindgen Developers,https://github.com/wasm-bindgen/wasm-bindgen/tree/main/crates/macro-support,registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen-shared,0.2.128,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,The wasm-bindgen Developers,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/shared,registry+https://github.com/rust-lang/crates.io-index
wasm-streams,0.4.2,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Mattias Buelens <mattias@buelens.com>,https://github.com/MattiasBuelens/wasm-streams/,registry+https://github.com/rust-lang/crates.io-index
wasm-streams,0.5.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Mattias Buelens <mattias@buelens.com>,https://github.com/MattiasBuelens/wasm-streams/,registry+https://github.com/rust-lang/crates.io-index
web-sys,0.3.105,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,The wasm-bindgen Developers,https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/web-sys,registry+https://github.com/rust-lang/crates.io-index
web-time,1.1.0,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,,https://github.com/daxpedda/web-time,registry+https://github.com/rust-lang/crates.io-index
web_atoms,0.2.6,MIT OR Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,The html5ever Project Developers,https://github.com/servo/html5ever,registry+https://github.com/rust-lang/crates.io-index
webkit2gtk,2.0.2,MIT,,LICENSE,,https://github.com/tauri-apps/webkit2gtk-rs,registry+https://github.com/rust-lang/crates.io-index
webkit2gtk-sys,2.0.2,MIT,,LICENSE,,https://github.com/tauri-apps/webkit2gtk-rs,registry+https://github.com/rust-lang/crates.io-index
webpki-root-certs,1.0.9,CDLA-Permissive-2.0,,LICENSE,,https://github.com/rustls/webpki-roots,registry+https://github.com/rust-lang/crates.io-index
webpki-roots,1.0.9,CDLA-Permissive-2.0,,LICENSE,,https://github.com/rustls/webpki-roots,registry+https://github.com/rust-lang/crates.io-index
webview2-com,0.38.2,MIT,,,,https://github.com/wravery/webview2-rs,registry+https://github.com/rust-lang/crates.io-index
webview2-com-macros,0.8.1,MIT,,,,https://github.com/wravery/webview2-rs,registry+https://github.com/rust-lang/crates.io-index
webview2-com-sys,0.38.2,MIT,,,,https://github.com/wravery/webview2-rs,registry+https://github.com/rust-lang/crates.io-index
winapi,0.3.9,MIT/Apache-2.0,,LICENSE-APACHE;LICENSE-MIT,Peter Atashian <retep998@gmail.com>,https://github.com/retep998/winapi-rs,registry+https://github.com/rust-lang/crates.io-index
winapi-i686-pc-windows-gnu,0.4.0,MIT/Apache-2.0,,,Peter Atashian <retep998@gmail.com>,https://github.com/retep998/winapi-rs,registry+https://github.com/rust-lang/crates.io-index
winapi-util,0.1.11,Unlicense OR MIT,,COPYING;LICENSE-MIT,Andrew Gallant <jamslam@gmail.com>,https://github.com/BurntSushi/winapi-util,registry+https://github.com/rust-lang/crates.io-index
winapi-x86_64-pc-windows-gnu,0.4.0,MIT/Apache-2.0,,,Peter Atashian <retep998@gmail.com>,https://github.com/retep998/winapi-rs,registry+https://github.com/rust-lang/crates.io-index
window-vibrancy,0.6.0,Apache-2.0 OR MIT,,LICENSE-APACHE;LICENSE-MIT;LICENSE.spdx,Tauri Programme within The Commons Conservancy,https://github.com/tauri-apps/tauri-plugin-vibrancy,registry+https://github.com/rust-lang/crates.io-index
windows,0.61.3,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-collections,0.2.0,MIT OR Apache-2.0,,license-apache-2.0;license-mit,,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-core,0.61.2,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-core,0.62.2,MIT OR Apache-2.0,,license-apache-2.0;license-mit,,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-future,0.2.1,MIT OR Apache-2.0,,license-apache-2.0;license-mit,,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-implement,0.60.2,MIT OR Apache-2.0,,license-apache-2.0;license-mit,,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-interface,0.59.3,MIT OR Apache-2.0,,license-apache-2.0;license-mit,,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-link,0.1.3,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-link,0.2.1,MIT OR Apache-2.0,,license-apache-2.0;license-mit,,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-numerics,0.2.0,MIT OR Apache-2.0,,license-apache-2.0;license-mit,,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-registry,0.6.1,MIT OR Apache-2.0,,license-apache-2.0;license-mit,,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-result,0.3.4,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-result,0.4.1,MIT OR Apache-2.0,,license-apache-2.0;license-mit,,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-strings,0.4.2,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-strings,0.5.1,MIT OR Apache-2.0,,license-apache-2.0;license-mit,,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-sys,0.45.0,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-sys,0.52.0,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-sys,0.59.0,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-sys,0.61.2,MIT OR Apache-2.0,,license-apache-2.0;license-mit,,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-targets,0.42.2,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
windows-targets,0.52.6,MIT OR Apache-2.0,,license-apache-2.0;license-mit,Microsoft,https://github.com/microsoft/windows-rs,registry+https://github.com/rust-lang/crates.io-index
